,Unnamed: 0,Unnamed: 0.2,targetApp,lifecycle:transition,eventType,target.sheetName,timeStamp,target.workbookName,case:concept:name,case:description,url,target.name,target.value,Column,Row,idx,Task,target.id,target.innerText,target.tagName,content
2445,2445,2445,Web,complete,goToUrl,,2019-02-21 20:02:34.814000+00:00,,170,instance with id 170,www.webpage.com,,,,,169,CopyPasteStuff,,,,
2446,2446,2446,Web,complete,insertValue,,2019-02-21 20:02:41.239000+00:00,,170,instance with id 170,,,Frank01,,,169,CopyPasteStuff,,username,,
2447,2447,2447,Web,complete,insertValue,,2019-02-21 20:02:49.308000+00:00,,170,instance with id 170,,,LittleFrank123,,,169,CopyPasteStuff,,password,,
2448,2448,2448,Web,complete,clickButton,,2019-02-21 20:02:59.747000+00:00,,170,instance with id 170,,,,,,169,CopyPasteStuff,,confirm,,
2449,2449,2449,Web,complete,waitResponse,,2019-02-21 20:03:03.922000+00:00,,170,instance with id 170,www.webpage.com/error,,,,,169,CopyPasteStuff,,,,
2450,2450,2450,Web,complete,goToUrl,,2019-02-21 20:03:10.100000+00:00,,170,instance with id 170,www.webpage.com,,,,,169,CopyPasteStuff,,,,
2451,2451,2451,Web,complete,insertValue,,2019-02-21 20:03:11.022000+00:00,,170,instance with id 170,,,Frank01,,,169,CopyPasteStuff,,username,,
2452,2452,2452,Web,complete,insertValue,,2019-02-21 20:03:17.559000+00:00,,170,instance with id 170,,,LittleFrank123,,,169,CopyPasteStuff,,password,,
2453,2453,2453,Web,complete,clickButton,,2019-02-21 20:03:33.500000+00:00,,170,instance with id 170,,,,,,169,CopyPasteStuff,,confirm,,
2454,2454,2454,Web,complete,waitResponse,,2019-02-21 20:03:36.039000+00:00,,170,instance with id 170,www.webpage.com/ok,,,,,169,CopyPasteStuff,,,,
2455,2455,2455,Web,complete,clickButton,,2019-02-21 20:03:51.142000+00:00,,170,instance with id 170,,,,,,169,CopyPasteStuff,,Button1,,
2456,2456,2456,Web,complete,clickButton,,2019-02-21 20:03:52.671000+00:00,,170,instance with id 170,,,,,,169,CopyPasteStuff,,B2,,
2457,2457,2457,Web,complete,insertValue,,2019-02-21 20:03:55.163000+00:00,,170,instance with id 170,,,182381,,,169,CopyPasteStuff,,ID,,
2458,2458,2458,Excel,complete,copy,,2019-02-21 20:03:56.448000+00:00,,170,instance with id 170,,,Au 58124829 XT,B,1.0,169,CopyPasteStuff,B1.0,,,
2459,2459,2459,Web,complete,paste,,2019-02-21 20:03:59.520000+00:00,,170,instance with id 170,,,Au 58124829 XT,,,169,CopyPasteStuff,,Special code,,
2460,2460,2460,Excel,complete,copy,,2019-02-21 20:04:02.464000+00:00,,170,instance with id 170,,,Melbourne 123,B,2.0,169,CopyPasteStuff,B2.0,,,
2461,2461,2461,Web,complete,paste,,2019-02-21 20:04:07.856000+00:00,,170,instance with id 170,,,Melbourne 123,,,169,CopyPasteStuff,,Area,,
2462,2462,2462,Web,complete,clickButton,,2019-02-21 20:04:11.595000+00:00,,170,instance with id 170,,,,,,169,CopyPasteStuff,,OK,,
2463,2463,2463,Excel,complete,openFile,Sheet1,2019-02-21 20:04:21.595000+00:00,data.xls,171,instance with id 171,,,,,,170,CopyPasteStuff,,,,
2464,2464,2464,Web,complete,goToUrl,,2019-02-21 20:04:31.691000+00:00,,171,instance with id 171,www.webpage.com,,,,,170,CopyPasteStuff,,,,
2465,2465,2465,Web,complete,insertValue,,2019-02-21 20:04:37.914000+00:00,,171,instance with id 171,,,Frank01,,,170,CopyPasteStuff,,username,,
2466,2466,2466,Web,complete,insertValue,,2019-02-21 20:04:46.459000+00:00,,171,instance with id 171,,,LittleFrank123,,,170,CopyPasteStuff,,password,,
2467,2467,2467,Web,complete,clickButton,,2019-02-21 20:04:52.206000+00:00,,171,instance with id 171,,,,,,170,CopyPasteStuff,,confirm,,
2468,2468,2468,Web,complete,waitResponse,,2019-02-21 20:04:55.488000+00:00,,171,instance with id 171,www.webpage.com/error,,,,,170,CopyPasteStuff,,,,
2469,2469,2469,Web,complete,goToUrl,,2019-02-21 20:04:56.526000+00:00,,171,instance with id 171,www.webpage.com,,,,,170,CopyPasteStuff,,,,
2470,2470,2470,Web,complete,insertValue,,2019-02-21 20:05:17.973000+00:00,,171,instance with id 171,,,Frank01,,,170,CopyPasteStuff,,username,,
2471,2471,2471,Web,complete,insertValue,,2019-02-21 20:05:23.478000+00:00,,171,instance with id 171,,,LittleFrank123,,,170,CopyPasteStuff,,password,,
2472,2472,2472,Web,complete,clickButton,,2019-02-21 20:05:28.645000+00:00,,171,instance with id 171,,,,,,170,CopyPasteStuff,,confirm,,
2473,2473,2473,Web,complete,waitResponse,,2019-02-21 20:05:31.997000+00:00,,171,instance with id 171,www.webpage.com/ok,,,,,170,CopyPasteStuff,,,,
2474,2474,2474,Web,complete,clickButton,,2019-02-21 20:05:38.059000+00:00,,171,instance with id 171,,,,,,170,CopyPasteStuff,,Button1,,
2475,2475,2475,Web,complete,clickButton,,2019-02-21 20:05:41.969000+00:00,,171,instance with id 171,,,,,,170,CopyPasteStuff,,B2,,
2476,2476,2476,Web,complete,insertValue,,2019-02-21 20:05:44.632000+00:00,,171,instance with id 171,,,182381,,,170,CopyPasteStuff,,ID,,
2477,2477,2477,Excel,complete,copy,,2019-02-21 20:05:47.528000+00:00,,171,instance with id 171,,,Au 58124829 XT,B,1.0,170,CopyPasteStuff,B1.0,,,
2478,2478,2478,Web,complete,paste,,2019-02-21 20:05:50.443000+00:00,,171,instance with id 171,,,Au 58124829 XT,,,170,CopyPasteStuff,,Special code,,
2479,2479,2479,Excel,complete,copy,,2019-02-21 20:05:53.778000+00:00,,171,instance with id 171,,,Melbourne 123,B,2.0,170,CopyPasteStuff,B2.0,,,
2480,2480,2480,Web,complete,paste,,2019-02-21 20:05:55.661000+00:00,,171,instance with id 171,,,Melbourne 123,,,170,CopyPasteStuff,,Area,,
2481,2481,2481,Web,complete,clickButton,,2019-02-21 20:05:57.286000+00:00,,171,instance with id 171,,,,,,170,CopyPasteStuff,,OK,,
2482,2482,2482,Excel,complete,openFile,Sheet1,2019-02-21 20:06:07.286000+00:00,data.xls,172,instance with id 172,,,,,,171,CopyPasteStuff,,,,
2483,2483,2483,Web,complete,goToUrl,,2019-02-21 20:06:09.467000+00:00,,172,instance with id 172,www.webpage.com,,,,,171,CopyPasteStuff,,,,
2484,2484,2484,Web,complete,insertValue,,2019-02-21 20:06:14.457000+00:00,,172,instance with id 172,,,Frank01,,,171,CopyPasteStuff,,username,,
2485,2485,2485,Web,complete,insertValue,,2019-02-21 20:06:20.242000+00:00,,172,instance with id 172,,,LittleFrank123,,,171,CopyPasteStuff,,password,,
2486,2486,2486,Web,complete,clickButton,,2019-02-21 20:06:33.390000+00:00,,172,instance with id 172,,,,,,171,CopyPasteStuff,,confirm,,
2487,2487,2487,Web,complete,waitResponse,,2019-02-21 20:06:36.399000+00:00,,172,instance with id 172,www.webpage.com/wrong,,,,,171,CopyPasteStuff,,,,
2488,2488,2488,Excel,complete,insertValue,,2019-02-21 20:06:41.833000+00:00,,172,instance with id 172,,,Wrong log-in,A,10.0,171,CopyPasteStuff,A10.0,,,
2489,2489,2489,Excel,complete,insertValue,,2019-02-21 20:06:44.403000+00:00,,172,instance with id 172,,,Wrong log-in,B,10.0,171,CopyPasteStuff,B10.0,,,
2490,2490,2490,Excel,complete,insertValue,,2019-02-21 20:06:47.266000+00:00,,172,instance with id 172,,,Wrong log-in,C,10.0,171,CopyPasteStuff,C10.0,,,
2491,2491,2491,Web,complete,clickButton,,2019-02-21 20:06:49.719000+00:00,,172,instance with id 172,,,,,,171,CopyPasteStuff,,cancel,,
2492,2492,2492,Excel,complete,openFile,Sheet1,2019-02-21 20:06:59.719000+00:00,data.xls,173,instance with id 173,,,,,,172,CopyPasteStuff,,,,
2493,2493,2493,Web,complete,goToUrl,,2019-02-21 20:07:07.991000+00:00,,173,instance with id 173,www.webpage.com,,,,,172,CopyPasteStuff,,,,
2494,2494,2494,Web,complete,insertValue,,2019-02-21 20:07:23.967000+00:00,,173,instance with id 173,,,Frank01,,,172,CopyPasteStuff,,username,,
2495,2495,2495,Web,complete,insertValue,,2019-02-21 20:07:29.793000+00:00,,173,instance with id 173,,,LittleFrank123,,,172,CopyPasteStuff,,password,,
2496,2496,2496,Web,complete,clickButton,,2019-02-21 20:07:36.931000+00:00,,173,instance with id 173,,,,,,172,CopyPasteStuff,,confirm,,
2497,2497,2497,Web,complete,waitResponse,,2019-02-21 20:07:39.891000+00:00,,173,instance with id 173,www.webpage.com/error,,,,,172,CopyPasteStuff,,,,
2498,2498,2498,Web,complete,goToUrl,,2019-02-21 20:07:52.544000+00:00,,173,instance with id 173,www.webpage.com,,,,,172,CopyPasteStuff,,,,
2499,2499,2499,Web,complete,insertValue,,2019-02-21 20:08:03.125000+00:00,,173,instance with id 173,,,Frank01,,,172,CopyPasteStuff,,username,,
2500,2500,2500,Web,complete,insertValue,,2019-02-21 20:08:10.518000+00:00,,173,instance with id 173,,,LittleFrank123,,,172,CopyPasteStuff,,password,,
2501,2501,2501,Web,complete,clickButton,,2019-02-21 20:08:13.900000+00:00,,173,instance with id 173,,,,,,172,CopyPasteStuff,,confirm,,
2502,2502,2502,Web,complete,waitResponse,,2019-02-21 20:08:16.622000+00:00,,173,instance with id 173,www.webpage.com/wrong,,,,,172,CopyPasteStuff,,,,
2503,2503,2503,Excel,complete,insertValue,,2019-02-21 20:08:22.670000+00:00,,173,instance with id 173,,,Wrong log-in,A,10.0,172,CopyPasteStuff,A10.0,,,
2504,2504,2504,Excel,complete,insertValue,,2019-02-21 20:08:27.771000+00:00,,173,instance with id 173,,,Wrong log-in,B,10.0,172,CopyPasteStuff,B10.0,,,
2505,2505,2505,Excel,complete,insertValue,,2019-02-21 20:08:29.472000+00:00,,173,instance with id 173,,,Wrong log-in,C,10.0,172,CopyPasteStuff,C10.0,,,
2506,2506,2506,Web,complete,clickButton,,2019-02-21 20:08:31.930000+00:00,,173,instance with id 173,,,,,,172,CopyPasteStuff,,cancel,,
2507,2507,2507,Excel,complete,openFile,Sheet1,2019-02-21 20:08:41.930000+00:00,data.xls,174,instance with id 174,,,,,,173,CopyPasteStuff,,,,
2508,2508,2508,Web,complete,goToUrl,,2019-02-21 20:08:46.987000+00:00,,174,instance with id 174,www.webpage.com,,,,,173,CopyPasteStuff,,,,
2509,2509,2509,Web,complete,insertValue,,2019-02-21 20:08:57.870000+00:00,,174,instance with id 174,,,Frank01,,,173,CopyPasteStuff,,username,,
2510,2510,2510,Web,complete,insertValue,,2019-02-21 20:09:01.767000+00:00,,174,instance with id 174,,,LittleFrank123,,,173,CopyPasteStuff,,password,,
2511,2511,2511,Web,complete,clickButton,,2019-02-21 20:09:06.365000+00:00,,174,instance with id 174,,,,,,173,CopyPasteStuff,,confirm,,
2512,2512,2512,Web,complete,waitResponse,,2019-02-21 20:09:10.574000+00:00,,174,instance with id 174,www.webpage.com/ok,,,,,173,CopyPasteStuff,,,,
2513,2513,2513,Web,complete,clickButton,,2019-02-21 20:09:21.608000+00:00,,174,instance with id 174,,,,,,173,CopyPasteStuff,,Button1,,
2514,2514,2514,Web,complete,clickButton,,2019-02-21 20:09:23.183000+00:00,,174,instance with id 174,,,,,,173,CopyPasteStuff,,B2,,
2515,2515,2515,Web,complete,insertValue,,2019-02-21 20:09:24.768000+00:00,,174,instance with id 174,,,182381,,,173,CopyPasteStuff,,ID,,
2516,2516,2516,Excel,complete,copy,,2019-02-21 20:09:27.947000+00:00,,174,instance with id 174,,,Au 58124829 XT,B,1.0,173,CopyPasteStuff,B1.0,,,
2517,2517,2517,Web,complete,paste,,2019-02-21 20:09:30.127000+00:00,,174,instance with id 174,,,Au 58124829 XT,,,173,CopyPasteStuff,,Special code,,
2518,2518,2518,Excel,complete,copy,,2019-02-21 20:09:31.693000+00:00,,174,instance with id 174,,,Melbourne 123,B,2.0,173,CopyPasteStuff,B2.0,,,
2519,2519,2519,Web,complete,paste,,2019-02-21 20:09:35.258000+00:00,,174,instance with id 174,,,Melbourne 123,,,173,CopyPasteStuff,,Area,,
2520,2520,2520,Web,complete,clickButton,,2019-02-21 20:09:38.807000+00:00,,174,instance with id 174,,,,,,173,CopyPasteStuff,,OK,,
2521,2521,2521,Excel,complete,openFile,Sheet1,2019-02-21 20:09:48.807000+00:00,data.xls,175,instance with id 175,,,,,,174,CopyPasteStuff,,,,
2522,2522,2522,Web,complete,goToUrl,,2019-02-21 20:10:02.455000+00:00,,175,instance with id 175,www.webpage.com,,,,,174,CopyPasteStuff,,,,
2523,2523,2523,Web,complete,insertValue,,2019-02-21 20:10:05.804000+00:00,,175,instance with id 175,,,Frank01,,,174,CopyPasteStuff,,username,,
2524,2524,2524,Web,complete,insertValue,,2019-02-21 20:10:07.818000+00:00,,175,instance with id 175,,,LittleFrank123,,,174,CopyPasteStuff,,password,,
2525,2525,2525,Web,complete,clickButton,,2019-02-21 20:10:23.769000+00:00,,175,instance with id 175,,,,,,174,CopyPasteStuff,,confirm,,
2526,2526,2526,Web,complete,waitResponse,,2019-02-21 20:10:26.479000+00:00,,175,instance with id 175,www.webpage.com/ok,,,,,174,CopyPasteStuff,,,,
2527,2527,2527,Web,complete,clickButton,,2019-02-21 20:10:36.030000+00:00,,175,instance with id 175,,,,,,174,CopyPasteStuff,,Button1,,
2528,2528,2528,Web,complete,clickButton,,2019-02-21 20:10:39.425000+00:00,,175,instance with id 175,,,,,,174,CopyPasteStuff,,B2,,
2529,2529,2529,Web,complete,insertValue,,2019-02-21 20:10:42.579000+00:00,,175,instance with id 175,,,182381,,,174,CopyPasteStuff,,ID,,
2530,2530,2530,Excel,complete,copy,,2019-02-21 20:10:44.589000+00:00,,175,instance with id 175,,,Au 58124829 XT,B,1.0,174,CopyPasteStuff,B1.0,,,
2531,2531,2531,Web,complete,paste,,2019-02-21 20:10:47.683000+00:00,,175,instance with id 175,,,Au 58124829 XT,,,174,CopyPasteStuff,,Special code,,
2532,2532,2532,Excel,complete,copy,,2019-02-21 20:10:50.955000+00:00,,175,instance with id 175,,,Melbourne 123,B,2.0,174,CopyPasteStuff,B2.0,,,
2533,2533,2533,Web,complete,paste,,2019-02-21 20:10:54.390000+00:00,,175,instance with id 175,,,Melbourne 123,,,174,CopyPasteStuff,,Area,,
2534,2534,2534,Web,complete,clickButton,,2019-02-21 20:10:57.612000+00:00,,175,instance with id 175,,,,,,174,CopyPasteStuff,,OK,,
2535,2535,2535,Excel,complete,openFile,Sheet1,2019-02-21 20:11:07.612000+00:00,data.xls,176,instance with id 176,,,,,,175,CopyPasteStuff,,,,
2536,2536,2536,Web,complete,goToUrl,,2019-02-21 20:11:25.499000+00:00,,176,instance with id 176,www.webpage.com,,,,,175,CopyPasteStuff,,,,
2537,2537,2537,Web,complete,insertValue,,2019-02-21 20:11:29.168000+00:00,,176,instance with id 176,,,Frank01,,,175,CopyPasteStuff,,username,,
2538,2538,2538,Web,complete,insertValue,,2019-02-21 20:11:31.934000+00:00,,176,instance with id 176,,,LittleFrank123,,,175,CopyPasteStuff,,password,,
2539,2539,2539,Web,complete,clickButton,,2019-02-21 20:11:42.776000+00:00,,176,instance with id 176,,,,,,175,CopyPasteStuff,,confirm,,
2540,2540,2540,Web,complete,waitResponse,,2019-02-21 20:11:47.450000+00:00,,176,instance with id 176,www.webpage.com/error,,,,,175,CopyPasteStuff,,,,
2541,2541,2541,Web,complete,goToUrl,,2019-02-21 20:11:52.531000+00:00,,176,instance with id 176,www.webpage.com,,,,,175,CopyPasteStuff,,,,
2542,2542,2542,Web,complete,insertValue,,2019-02-21 20:11:58.774000+00:00,,176,instance with id 176,,,Frank01,,,175,CopyPasteStuff,,username,,
2543,2543,2543,Web,complete,insertValue,,2019-02-21 20:12:04.636000+00:00,,176,instance with id 176,,,LittleFrank123,,,175,CopyPasteStuff,,password,,
2544,2544,2544,Web,complete,clickButton,,2019-02-21 20:12:16.087000+00:00,,176,instance with id 176,,,,,,175,CopyPasteStuff,,confirm,,
2545,2545,2545,Web,complete,waitResponse,,2019-02-21 20:12:19.204000+00:00,,176,instance with id 176,www.webpage.com/ok,,,,,175,CopyPasteStuff,,,,
2546,2546,2546,Web,complete,clickButton,,2019-02-21 20:12:26.391000+00:00,,176,instance with id 176,,,,,,175,CopyPasteStuff,,Button1,,
2547,2547,2547,Web,complete,clickButton,,2019-02-21 20:12:28.003000+00:00,,176,instance with id 176,,,,,,175,CopyPasteStuff,,B2,,
2548,2548,2548,Web,complete,insertValue,,2019-02-21 20:12:31.523000+00:00,,176,instance with id 176,,,182381,,,175,CopyPasteStuff,,ID,,
2549,2549,2549,Excel,complete,copy,,2019-02-21 20:12:32.979000+00:00,,176,instance with id 176,,,Au 58124829 XT,B,1.0,175,CopyPasteStuff,B1.0,,,
2550,2550,2550,Web,complete,paste,,2019-02-21 20:12:37.744000+00:00,,176,instance with id 176,,,Au 58124829 XT,,,175,CopyPasteStuff,,Special code,,
2551,2551,2551,Excel,complete,copy,,2019-02-21 20:12:40.261000+00:00,,176,instance with id 176,,,Melbourne 123,B,2.0,175,CopyPasteStuff,B2.0,,,
2552,2552,2552,Web,complete,paste,,2019-02-21 20:12:43.780000+00:00,,176,instance with id 176,,,Melbourne 123,,,175,CopyPasteStuff,,Area,,
2553,2553,2553,Web,complete,clickButton,,2019-02-21 20:12:46.227000+00:00,,176,instance with id 176,,,,,,175,CopyPasteStuff,,OK,,
2554,2554,2554,Excel,complete,openFile,Sheet1,2019-02-21 20:12:56.227000+00:00,data.xls,177,instance with id 177,,,,,,176,CopyPasteStuff,,,,
2555,2555,2555,Web,complete,goToUrl,,2019-02-21 20:12:58.168000+00:00,,177,instance with id 177,www.webpage.com,,,,,176,CopyPasteStuff,,,,
2556,2556,2556,Web,complete,insertValue,,2019-02-21 20:13:06.209000+00:00,,177,instance with id 177,,,Frank01,,,176,CopyPasteStuff,,username,,
2557,2557,2557,Web,complete,insertValue,,2019-02-21 20:13:18.405000+00:00,,177,instance with id 177,,,LittleFrank123,,,176,CopyPasteStuff,,password,,
2558,2558,2558,Web,complete,clickButton,,2019-02-21 20:13:26.449000+00:00,,177,instance with id 177,,,,,,176,CopyPasteStuff,,confirm,,
2559,2559,2559,Web,complete,waitResponse,,2019-02-21 20:13:28.590000+00:00,,177,instance with id 177,www.webpage.com/ok,,,,,176,CopyPasteStuff,,,,
2560,2560,2560,Web,complete,clickButton,,2019-02-21 20:13:36.218000+00:00,,177,instance with id 177,,,,,,176,CopyPasteStuff,,Button1,,
2561,2561,2561,Web,complete,clickButton,,2019-02-21 20:13:39.781000+00:00,,177,instance with id 177,,,,,,176,CopyPasteStuff,,B2,,
2562,2562,2562,Web,complete,insertValue,,2019-02-21 20:13:44.541000+00:00,,177,instance with id 177,,,182381,,,176,CopyPasteStuff,,ID,,
2563,2563,2563,Excel,complete,copy,,2019-02-21 20:13:47.629000+00:00,,177,instance with id 177,,,Au 58124829 XT,B,1.0,176,CopyPasteStuff,B1.0,,,
2564,2564,2564,Web,complete,paste,,2019-02-21 20:13:50.515000+00:00,,177,instance with id 177,,,Au 58124829 XT,,,176,CopyPasteStuff,,Special code,,
2565,2565,2565,Excel,complete,copy,,2019-02-21 20:13:54.363000+00:00,,177,instance with id 177,,,Melbourne 123,B,2.0,176,CopyPasteStuff,B2.0,,,
2566,2566,2566,Web,complete,paste,,2019-02-21 20:13:57.050000+00:00,,177,instance with id 177,,,Melbourne 123,,,176,CopyPasteStuff,,Area,,
2567,2567,2567,Web,complete,clickButton,,2019-02-21 20:14:00.095000+00:00,,177,instance with id 177,,,,,,176,CopyPasteStuff,,OK,,
2568,2568,2568,Excel,complete,openFile,Sheet1,2019-02-21 20:14:10.095000+00:00,data.xls,178,instance with id 178,,,,,,176,CopyPasteStuff,,,,
2569,2569,2569,Web,complete,goToUrl,,2019-02-21 20:14:10.095000+00:00,,178,instance with id 178,www.webpage.com,,,,,177,CopyPasteStuff,,,,
2570,2570,2570,Web,complete,insertValue,,2019-02-21 20:14:18.186000+00:00,,178,instance with id 178,,,Frank01,,,177,CopyPasteStuff,,username,,
2571,2571,2571,Web,complete,insertValue,,2019-02-21 20:14:25.042000+00:00,,178,instance with id 178,,,LittleFrank123,,,177,CopyPasteStuff,,password,,
2572,2572,2572,Web,complete,clickButton,,2019-02-21 20:14:31.362000+00:00,,178,instance with id 178,,,,,,177,CopyPasteStuff,,confirm,,
2573,2573,2573,Web,complete,waitResponse,,2019-02-21 20:14:32.567000+00:00,,178,instance with id 178,www.webpage.com/ok,,,,,177,CopyPasteStuff,,,,
2574,2574,2574,Web,complete,clickButton,,2019-02-21 20:14:34.548000+00:00,,178,instance with id 178,,,,,,177,CopyPasteStuff,,Button1,,
2575,2575,2575,Web,complete,clickButton,,2019-02-21 20:14:37.331000+00:00,,178,instance with id 178,,,,,,177,CopyPasteStuff,,B2,,
2576,2576,2576,Web,complete,insertValue,,2019-02-21 20:14:40.439000+00:00,,178,instance with id 178,,,182381,,,177,CopyPasteStuff,,ID,,
2577,2577,2577,Excel,complete,copy,,2019-02-21 20:14:43.597000+00:00,,178,instance with id 178,,,Au 58124829 XT,B,1.0,177,CopyPasteStuff,B1.0,,,
2578,2578,2578,Web,complete,paste,,2019-02-21 20:14:46.121000+00:00,,178,instance with id 178,,,Au 58124829 XT,,,177,CopyPasteStuff,,Special code,,
2579,2579,2579,Excel,complete,copy,,2019-02-21 20:14:49.180000+00:00,,178,instance with id 178,,,Melbourne 123,B,2.0,177,CopyPasteStuff,B2.0,,,
2580,2580,2580,Web,complete,paste,,2019-02-21 20:14:52.363000+00:00,,178,instance with id 178,,,Melbourne 123,,,177,CopyPasteStuff,,Area,,
2581,2581,2581,Web,complete,clickButton,,2019-02-21 20:14:56.906000+00:00,,178,instance with id 178,,,,,,177,CopyPasteStuff,,OK,,
2582,2582,2582,Excel,complete,openFile,Sheet1,2019-02-21 20:15:06.906000+00:00,data.xls,179,instance with id 179,,,,,,178,CopyPasteStuff,,,,
2583,2583,2583,Web,complete,goToUrl,,2019-02-21 20:15:15.742000+00:00,,179,instance with id 179,www.webpage.com,,,,,178,CopyPasteStuff,,,,
2584,2584,2584,Web,complete,insertValue,,2019-02-21 20:15:29.277000+00:00,,179,instance with id 179,,,Frank01,,,178,CopyPasteStuff,,username,,
2585,2585,2585,Web,complete,insertValue,,2019-02-21 20:15:36.917000+00:00,,179,instance with id 179,,,LittleFrank123,,,178,CopyPasteStuff,,password,,
2586,2586,2586,Web,complete,clickButton,,2019-02-21 20:15:43.663000+00:00,,179,instance with id 179,,,,,,178,CopyPasteStuff,,confirm,,
2587,2587,2587,Web,complete,waitResponse,,2019-02-21 20:15:46.414000+00:00,,179,instance with id 179,www.webpage.com/error,,,,,178,CopyPasteStuff,,,,
2588,2588,2588,Web,complete,goToUrl,,2019-02-21 20:15:47.422000+00:00,,179,instance with id 179,www.webpage.com,,,,,178,CopyPasteStuff,,,,
2589,2589,2589,Web,complete,insertValue,,2019-02-21 20:15:53.526000+00:00,,179,instance with id 179,,,Frank01,,,178,CopyPasteStuff,,username,,
2590,2590,2590,Web,complete,insertValue,,2019-02-21 20:16:03.239000+00:00,,179,instance with id 179,,,LittleFrank123,,,178,CopyPasteStuff,,password,,
2591,2591,2591,Web,complete,clickButton,,2019-02-21 20:16:15.444000+00:00,,179,instance with id 179,,,,,,178,CopyPasteStuff,,confirm,,
2592,2592,2592,Web,complete,waitResponse,,2019-02-21 20:16:19.470000+00:00,,179,instance with id 179,www.webpage.com/error,,,,,178,CopyPasteStuff,,,,
2593,2593,2593,Web,complete,goToUrl,,2019-02-21 20:16:33.535000+00:00,,179,instance with id 179,www.webpage.com,,,,,178,CopyPasteStuff,,,,
2594,2594,2594,Web,complete,insertValue,,2019-02-21 20:16:41.703000+00:00,,179,instance with id 179,,,Frank01,,,178,CopyPasteStuff,,username,,
2595,2595,2595,Web,complete,insertValue,,2019-02-21 20:16:56.511000+00:00,,179,instance with id 179,,,LittleFrank123,,,178,CopyPasteStuff,,password,,
2596,2596,2596,Web,complete,clickButton,,2019-02-21 20:17:15.737000+00:00,,179,instance with id 179,,,,,,178,CopyPasteStuff,,confirm,,
2597,2597,2597,Web,complete,waitResponse,,2019-02-21 20:17:17.908000+00:00,,179,instance with id 179,www.webpage.com/ok,,,,,178,CopyPasteStuff,,,,
2598,2598,2598,Web,complete,clickButton,,2019-02-21 20:17:29.090000+00:00,,179,instance with id 179,,,,,,178,CopyPasteStuff,,Button1,,
2599,2599,2599,Web,complete,clickButton,,2019-02-21 20:17:31.860000+00:00,,179,instance with id 179,,,,,,178,CopyPasteStuff,,B2,,
2600,2600,2600,Web,complete,insertValue,,2019-02-21 20:17:35.232000+00:00,,179,instance with id 179,,,182381,,,178,CopyPasteStuff,,ID,,
2601,2601,2601,Excel,complete,copy,,2019-02-21 20:17:39.376000+00:00,,179,instance with id 179,,,Au 58124829 XT,B,1.0,178,CopyPasteStuff,B1.0,,,
2602,2602,2602,Web,complete,paste,,2019-02-21 20:17:41.954000+00:00,,179,instance with id 179,,,Au 58124829 XT,,,178,CopyPasteStuff,,Special code,,
2603,2603,2603,Excel,complete,copy,,2019-02-21 20:17:44.550000+00:00,,179,instance with id 179,,,Melbourne 123,B,2.0,178,CopyPasteStuff,B2.0,,,
2604,2604,2604,Web,complete,paste,,2019-02-21 20:17:46.662000+00:00,,179,instance with id 179,,,Melbourne 123,,,178,CopyPasteStuff,,Area,,
2605,2605,2605,Web,complete,clickButton,,2019-02-21 20:17:48.796000+00:00,,179,instance with id 179,,,,,,178,CopyPasteStuff,,OK,,
2606,2606,2606,Excel,complete,openFile,Sheet1,2019-02-21 20:17:58.796000+00:00,data.xls,180,instance with id 180,,,,,,179,CopyPasteStuff,,,,
2607,2607,2607,Web,complete,goToUrl,,2019-02-21 20:18:11.294000+00:00,,180,instance with id 180,www.webpage.com,,,,,179,CopyPasteStuff,,,,
2608,2608,2608,Web,complete,insertValue,,2019-02-21 20:18:18.661000+00:00,,180,instance with id 180,,,Frank01,,,179,CopyPasteStuff,,username,,
2609,2609,2609,Web,complete,insertValue,,2019-02-21 20:18:19.710000+00:00,,180,instance with id 180,,,LittleFrank123,,,179,CopyPasteStuff,,password,,
2610,2610,2610,Web,complete,clickButton,,2019-02-21 20:18:40.294000+00:00,,180,instance with id 180,,,,,,179,CopyPasteStuff,,confirm,,
2611,2611,2611,Web,complete,waitResponse,,2019-02-21 20:18:42.636000+00:00,,180,instance with id 180,www.webpage.com/ok,,,,,179,CopyPasteStuff,,,,
2612,2612,2612,Web,complete,clickButton,,2019-02-21 20:18:44.446000+00:00,,180,instance with id 180,,,,,,179,CopyPasteStuff,,Button1,,
2613,2613,2613,Web,complete,clickButton,,2019-02-21 20:18:45.930000+00:00,,180,instance with id 180,,,,,,179,CopyPasteStuff,,B2,,
2614,2614,2614,Web,complete,insertValue,,2019-02-21 20:18:48.747000+00:00,,180,instance with id 180,,,182381,,,179,CopyPasteStuff,,ID,,
2615,2615,2615,Excel,complete,copy,,2019-02-21 20:18:51.816000+00:00,,180,instance with id 180,,,Au 58124829 XT,B,1.0,179,CopyPasteStuff,B1.0,,,
2616,2616,2616,Web,complete,paste,,2019-02-21 20:18:55.385000+00:00,,180,instance with id 180,,,Au 58124829 XT,,,179,CopyPasteStuff,,Special code,,
2617,2617,2617,Excel,complete,copy,,2019-02-21 20:18:58.900000+00:00,,180,instance with id 180,,,Melbourne 123,B,2.0,179,CopyPasteStuff,B2.0,,,
2618,2618,2618,Web,complete,paste,,2019-02-21 20:18:59.891000+00:00,,180,instance with id 180,,,Melbourne 123,,,179,CopyPasteStuff,,Area,,
